Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,53,1,37.0,0,1-2 Year,Yes,23726.0,26.0,86,0
Female,60,1,30.0,1,1-2 Year,No,2630.0,152.0,51,0
Female,27,1,14.0,1,< 1 Year,No,21108.0,152.0,107,0
Female,22,1,35.0,1,< 1 Year,No,2630.0,152.0,31,0
Male,46,1,28.0,0,> 2 Years,Yes,46592.0,26.0,107,0
Male,48,1,14.0,0,1-2 Year,Yes,33826.0,26.0,152,0
Female,37,1,14.0,1,1-2 Year,No,37921.0,154.0,271,0
Male,43,1,36.0,1,1-2 Year,No,2630.0,26.0,205,0
Male,59,1,12.0,0,1-2 Year,Yes,30187.0,124.0,265,0
Male,45,1,8.0,1,1-2 Year,No,44351.0,26.0,203,0
Male,23,1,8.0,0,< 1 Year,Yes,22122.0,152.0,173,0
Female,43,1,28.0,0,1-2 Year,Yes,33247.0,26.0,120,0
Female,43,1,41.0,1,1-2 Year,No,41574.0,26.0,18,0
Female,49,1,28.0,1,1-2 Year,Yes,43386.0,124.0,158,0
Male,23,1,8.0,1,< 1 Year,No,40200.0,152.0,265,0
Female,24,1,29.0,1,< 1 Year,No,36683.0,152.0,134,0
Male,60,1,28.0,1,1-2 Year,No,2630.0,26.0,273,0
Female,48,1,8.0,0,1-2 Year,Yes,37558.0,19.0,257,0
Male,24,1,26.0,1,1-2 Year,No,29329.0,124.0,17,0
Male,53,1,28.0,0,1-2 Year,Yes,28794.0,26.0,170,0
Male,52,1,35.0,0,1-2 Year,Yes,45269.0,26.0,69,0
Female,26,1,29.0,1,< 1 Year,No,40489.0,152.0,11,0
Female,39,1,16.0,1,1-2 Year,No,33508.0,152.0,19,0
Female,37,1,37.0,0,1-2 Year,Yes,29422.0,124.0,117,0
Male,41,1,8.0,0,1-2 Year,Yes,54777.0,124.0,127,0
Female,67,1,46.0,1,1-2 Year,No,42048.0,11.0,127,0
Male,24,1,24.0,1,< 1 Year,No,2630.0,152.0,146,0
Male,26,1,21.0,1,< 1 Year,No,27484.0,152.0,60,0
Female,25,1,15.0,1,< 1 Year,Yes,29994.0,152.0,277,0
Female,23,1,46.0,1,< 1 Year,No,26382.0,152.0,146,0
Male,29,1,21.0,1,< 1 Year,No,31491.0,152.0,238,0
Male,29,1,43.0,0,< 1 Year,Yes,30848.0,152.0,111,0
Male,43,1,29.0,1,1-2 Year,No,2630.0,160.0,173,0
Female,58,1,21.0,0,1-2 Year,Yes,30414.0,124.0,145,0
Female,24,1,46.0,1,< 1 Year,No,27242.0,152.0,219,0
Male,40,1,28.0,1,1-2 Year,No,29886.0,124.0,72,0
Female,25,1,15.0,0,< 1 Year,No,26621.0,152.0,100,0
Male,60,1,41.0,1,1-2 Year,No,21035.0,124.0,17,0
Male,78,1,46.0,0,1-2 Year,Yes,34908.0,11.0,251,0
Male,47,1,28.0,0,1-2 Year,Yes,35169.0,13.0,187,0
Female,26,1,36.0,1,< 1 Year,No,2630.0,152.0,243,0
Male,74,1,8.0,0,1-2 Year,Yes,40418.0,124.0,204,0
Female,25,1,46.0,1,1-2 Year,No,25663.0,124.0,37,0
Male,52,1,14.0,0,1-2 Year,Yes,28342.0,124.0,272,0
Male,24,1,50.0,1,< 1 Year,No,45944.0,152.0,228,0
Male,50,1,15.0,1,1-2 Year,No,40663.0,26.0,252,0
Male,28,1,18.0,0,1-2 Year,No,28964.0,157.0,13,0
Male,38,1,30.0,1,1-2 Year,No,25218.0,152.0,104,0
Male,62,1,48.0,0,> 2 Years,Yes,2630.0,124.0,187,0
Male,50,1,3.0,0,1-2 Year,Yes,73221.0,124.0,188,0
Male,25,1,6.0,1,< 1 Year,No,26972.0,152.0,199,0
Male,22,1,30.0,0,< 1 Year,Yes,40404.0,152.0,226,0
Male,22,1,21.0,1,< 1 Year,No,30007.0,152.0,243,0
Male,40,1,26.0,0,1-2 Year,Yes,29242.0,124.0,119,0
Female,58,1,28.0,0,> 2 Years,Yes,48861.0,124.0,272,0
Female,23,1,11.0,1,< 1 Year,No,25889.0,152.0,129,0
Female,29,1,28.0,1,1-2 Year,No,28124.0,124.0,280,0
Male,26,1,23.0,1,< 1 Year,No,25085.0,152.0,208,0
Male,48,1,39.0,0,1-2 Year,Yes,31305.0,127.0,45,0
Male,28,1,41.0,1,1-2 Year,No,30261.0,124.0,160,0
Female,31,1,30.0,1,< 1 Year,No,25902.0,152.0,76,0
Male,43,1,28.0,1,1-2 Year,No,64184.0,124.0,247,0
Male,28,1,34.0,0,< 1 Year,No,40910.0,152.0,180,0
Male,53,1,30.0,1,1-2 Year,No,19233.0,152.0,212,0
Male,22,1,46.0,1,< 1 Year,No,24713.0,152.0,198,0
Female,26,1,14.0,1,< 1 Year,No,23409.0,152.0,288,0
Female,21,1,8.0,0,< 1 Year,Yes,47614.0,152.0,42,0
Male,49,1,11.0,0,1-2 Year,Yes,2630.0,124.0,274,0
Female,72,1,28.0,0,1-2 Year,Yes,2630.0,122.0,196,0
Male,33,1,45.0,0,1-2 Year,Yes,2630.0,157.0,147,0
Male,24,1,29.0,1,< 1 Year,No,26153.0,152.0,162,0
Female,21,1,27.0,0,< 1 Year,Yes,28750.0,152.0,91,0
Male,59,1,8.0,1,1-2 Year,No,56600.0,26.0,31,0
Male,24,1,29.0,1,< 1 Year,No,34327.0,152.0,30,0
Male,25,1,39.0,1,< 1 Year,No,2630.0,160.0,16,0
Female,23,1,50.0,1,< 1 Year,No,33742.0,152.0,207,0
Female,23,1,29.0,1,1-2 Year,No,28613.0,156.0,138,0
Male,29,1,8.0,1,< 1 Year,No,37662.0,152.0,185,0
Female,56,1,30.0,1,1-2 Year,No,30322.0,124.0,249,0
Male,50,1,33.0,0,1-2 Year,Yes,38416.0,124.0,46,0
Female,23,1,18.0,1,< 1 Year,No,31120.0,152.0,157,0
Male,29,1,49.0,1,< 1 Year,No,26013.0,152.0,203,0
Male,25,1,27.0,0,< 1 Year,Yes,19706.0,152.0,250,0
Male,77,1,28.0,1,1-2 Year,No,47784.0,124.0,255,0
Female,28,1,8.0,1,< 1 Year,No,30233.0,152.0,105,0
Female,32,1,36.0,1,< 1 Year,No,49156.0,152.0,250,0
Male,23,1,6.0,1,< 1 Year,No,27015.0,152.0,109,0
Male,45,1,8.0,1,1-2 Year,No,43086.0,124.0,279,0
Male,44,1,8.0,0,1-2 Year,Yes,37948.0,124.0,121,0
Male,25,1,47.0,1,< 1 Year,No,2630.0,152.0,219,0
Male,25,1,35.0,1,< 1 Year,No,24616.0,152.0,52,0
Female,20,1,8.0,0,< 1 Year,Yes,35921.0,160.0,239,0
Male,21,1,34.0,1,< 1 Year,No,31523.0,160.0,156,0
Male,26,1,28.0,1,< 1 Year,No,56871.0,152.0,101,0
Female,24,1,41.0,1,< 1 Year,No,32069.0,152.0,115,0
Male,28,1,21.0,1,< 1 Year,No,34051.0,152.0,103,0
Male,47,1,36.0,0,1-2 Year,Yes,35864.0,26.0,89,0
Male,44,1,41.0,1,1-2 Year,No,22735.0,124.0,297,0
Male,57,1,23.0,1,1-2 Year,No,31831.0,26.0,197,0
Female,26,1,36.0,0,< 1 Year,No,2630.0,151.0,147,0
Male,36,1,50.0,0,1-2 Year,No,54963.0,124.0,239,0
Male,34,1,1.0,0,1-2 Year,Yes,2630.0,124.0,69,0
Male,23,1,8.0,0,< 1 Year,Yes,36201.0,152.0,110,0
Male,24,1,40.0,1,< 1 Year,No,39041.0,152.0,63,0
Male,23,1,35.0,0,< 1 Year,Yes,2630.0,152.0,92,0
Male,20,1,36.0,1,< 1 Year,No,35092.0,160.0,105,0
Male,59,1,28.0,0,1-2 Year,Yes,54778.0,122.0,135,0
Female,26,1,39.0,1,< 1 Year,No,2630.0,152.0,268,0
Male,28,1,30.0,1,< 1 Year,No,20955.0,152.0,37,0
Female,46,1,28.0,0,1-2 Year,Yes,2630.0,156.0,61,0
Male,45,1,28.0,1,1-2 Year,No,31588.0,26.0,118,0
Male,37,1,13.0,0,1-2 Year,Yes,21044.0,124.0,121,0
Male,26,1,28.0,1,< 1 Year,No,47928.0,152.0,161,0
Female,23,1,21.0,1,< 1 Year,No,29510.0,152.0,218,0
Male,49,1,8.0,1,1-2 Year,No,56274.0,26.0,143,0
Male,23,1,13.0,1,< 1 Year,No,38763.0,152.0,194,0
Female,53,1,28.0,0,1-2 Year,Yes,57619.0,124.0,271,0
Male,28,1,11.0,1,< 1 Year,No,31854.0,152.0,12,0
Male,42,1,28.0,0,1-2 Year,Yes,41019.0,25.0,111,0
Female,25,1,41.0,0,< 1 Year,Yes,32661.0,152.0,170,0
Female,27,1,50.0,1,< 1 Year,No,53228.0,152.0,212,0
Male,23,1,46.0,1,< 1 Year,No,24155.0,152.0,274,0
Male,47,1,0.0,0,1-2 Year,Yes,2630.0,122.0,221,0
Female,22,1,46.0,1,< 1 Year,No,24540.0,152.0,80,0
Female,22,1,46.0,1,< 1 Year,No,25065.0,152.0,86,0
Female,30,1,20.0,1,< 1 Year,No,2630.0,160.0,230,0
Female,27,1,28.0,0,1-2 Year,Yes,25349.0,154.0,264,0
Female,44,1,28.0,0,> 2 Years,Yes,35369.0,124.0,157,0
Female,37,1,8.0,1,1-2 Year,No,44068.0,152.0,58,0
Female,39,1,33.0,0,1-2 Year,Yes,30638.0,124.0,172,0
Female,24,1,50.0,1,< 1 Year,No,35348.0,152.0,208,0
Male,41,1,41.0,0,1-2 Year,Yes,33800.0,124.0,71,0
Female,27,1,3.0,1,< 1 Year,No,19385.0,152.0,36,0
Female,22,1,16.0,1,< 1 Year,No,23303.0,152.0,50,0
Male,44,1,30.0,0,1-2 Year,Yes,33323.0,124.0,167,0
Female,29,1,6.0,1,< 1 Year,No,20570.0,160.0,14,0
Female,68,1,28.0,0,1-2 Year,Yes,37297.0,13.0,105,0
Male,24,1,33.0,1,< 1 Year,No,39862.0,152.0,64,0
Female,22,1,46.0,0,< 1 Year,No,50664.0,152.0,74,0
Male,69,1,28.0,1,1-2 Year,No,37762.0,13.0,29,0
Male,29,1,33.0,1,< 1 Year,No,2630.0,160.0,169,0
Male,23,1,25.0,0,< 1 Year,Yes,48963.0,152.0,62,0
Male,23,1,1.0,1,1-2 Year,No,2630.0,124.0,172,0
Male,68,1,8.0,0,1-2 Year,Yes,35854.0,26.0,287,0
Female,40,1,33.0,0,1-2 Year,Yes,34266.0,124.0,18,0
Male,26,1,21.0,1,< 1 Year,No,21198.0,152.0,244,0
Female,24,1,25.0,1,< 1 Year,No,23493.0,152.0,47,0
Male,63,1,8.0,1,1-2 Year,No,37534.0,26.0,168,0
Male,24,1,50.0,0,< 1 Year,Yes,60377.0,152.0,78,0
Male,72,1,28.0,0,1-2 Year,Yes,47927.0,61.0,193,0
Female,42,1,28.0,1,1-2 Year,No,27156.0,122.0,162,0
Female,25,1,30.0,1,< 1 Year,No,31427.0,152.0,217,0
Female,24,1,45.0,1,< 1 Year,No,35640.0,152.0,245,0
Male,65,1,6.0,0,> 2 Years,Yes,2630.0,26.0,61,0
Male,54,1,8.0,0,1-2 Year,Yes,2630.0,124.0,205,0
Male,75,1,20.0,1,1-2 Year,No,2630.0,26.0,130,0
Male,54,1,47.0,0,1-2 Year,Yes,38321.0,124.0,267,0
Male,44,1,21.0,0,1-2 Year,Yes,29109.0,26.0,98,0
Male,41,1,8.0,0,1-2 Year,Yes,43963.0,124.0,11,0
Female,46,1,35.0,1,1-2 Year,No,30949.0,124.0,60,0
Male,24,1,15.0,0,< 1 Year,Yes,37970.0,152.0,21,0
Male,24,1,18.0,1,< 1 Year,No,29815.0,152.0,123,0
Female,25,1,28.0,1,< 1 Year,No,47770.0,152.0,50,0
Male,49,1,3.0,1,1-2 Year,No,26800.0,26.0,128,0
Male,53,1,18.0,0,1-2 Year,No,2630.0,156.0,95,0
Male,27,1,9.0,0,< 1 Year,Yes,23548.0,152.0,65,0
Male,66,1,15.0,0,1-2 Year,Yes,41495.0,26.0,289,0
Male,24,1,8.0,1,< 1 Year,No,48416.0,152.0,44,0
Male,30,1,37.0,1,< 1 Year,No,31408.0,152.0,93,0
Female,38,1,4.0,0,1-2 Year,No,25667.0,124.0,272,0
Male,26,1,28.0,0,< 1 Year,No,30374.0,154.0,247,0
Female,22,1,36.0,1,< 1 Year,No,32326.0,152.0,198,0
Male,47,1,28.0,0,1-2 Year,Yes,43478.0,26.0,208,0
Female,20,1,46.0,0,< 1 Year,Yes,27614.0,160.0,296,0
Male,62,1,41.0,0,1-2 Year,Yes,29721.0,124.0,221,0
Male,38,1,23.0,0,1-2 Year,No,42371.0,124.0,94,0
Male,65,1,8.0,0,1-2 Year,Yes,2630.0,156.0,187,0
Female,21,1,7.0,1,< 1 Year,No,38388.0,160.0,126,0
Female,25,1,10.0,1,< 1 Year,No,17747.0,151.0,53,0
Male,21,1,35.0,1,< 1 Year,No,34815.0,152.0,32,0
Female,45,1,17.0,1,1-2 Year,No,35414.0,124.0,206,0
Male,23,1,37.0,0,< 1 Year,No,44109.0,152.0,202,0
Male,24,1,9.0,1,< 1 Year,No,30550.0,152.0,234,0
Male,31,1,8.0,1,1-2 Year,No,44350.0,26.0,187,0
Male,22,1,50.0,1,< 1 Year,No,23585.0,152.0,200,0
Male,24,1,49.0,1,< 1 Year,No,2630.0,151.0,289,0
Female,43,1,28.0,0,1-2 Year,Yes,39853.0,124.0,297,0
Male,48,1,43.0,1,1-2 Year,No,28514.0,122.0,201,0
Female,23,1,8.0,1,< 1 Year,No,43080.0,152.0,79,0
Male,22,1,29.0,1,< 1 Year,No,33792.0,152.0,217,0
Female,52,1,41.0,0,> 2 Years,Yes,39407.0,157.0,188,0
Male,64,1,46.0,0,1-2 Year,Yes,24189.0,119.0,192,0
Female,23,1,3.0,1,< 1 Year,No,30192.0,152.0,108,0
Male,20,1,37.0,0,< 1 Year,Yes,17357.0,160.0,140,0
Female,25,1,18.0,0,< 1 Year,Yes,38549.0,152.0,31,0
Male,21,1,46.0,1,< 1 Year,No,24659.0,152.0,240,0
Female,49,1,2.0,0,1-2 Year,Yes,21520.0,124.0,257,0
Male,42,1,28.0,0,> 2 Years,Yes,29925.0,26.0,30,0
Male,52,1,29.0,1,1-2 Year,No,38502.0,152.0,223,0
Male,49,1,45.0,1,1-2 Year,No,34318.0,26.0,224,0
Female,52,1,46.0,0,1-2 Year,Yes,36271.0,26.0,47,0
Female,31,1,28.0,1,< 1 Year,No,48516.0,152.0,15,0
Male,24,1,7.0,1,< 1 Year,No,28337.0,152.0,20,0
Female,21,1,8.0,1,< 1 Year,No,48798.0,160.0,124,0
Female,57,1,36.0,1,1-2 Year,No,31005.0,26.0,299,0
Male,62,1,14.0,0,1-2 Year,Yes,27438.0,26.0,139,0
Female,25,1,27.0,1,< 1 Year,Yes,28722.0,152.0,295,0
Male,31,1,2.0,1,< 1 Year,No,33041.0,152.0,106,0
Male,73,1,50.0,0,1-2 Year,Yes,38836.0,8.0,109,0
Male,23,1,11.0,1,< 1 Year,No,56738.0,160.0,266,0
Female,26,1,37.0,1,< 1 Year,No,2630.0,152.0,11,0
Female,21,1,46.0,0,< 1 Year,Yes,32201.0,152.0,43,0
Male,38,1,28.0,1,1-2 Year,No,53163.0,124.0,47,0
Male,27,1,46.0,1,< 1 Year,No,23334.0,152.0,86,0
Female,21,1,47.0,0,< 1 Year,Yes,38249.0,152.0,171,0
Female,25,1,50.0,1,< 1 Year,No,36052.0,152.0,256,0
Male,40,1,8.0,0,1-2 Year,Yes,44453.0,124.0,155,0
Male,24,1,28.0,0,< 1 Year,Yes,31062.0,163.0,42,0
Female,24,1,11.0,1,< 1 Year,No,25985.0,152.0,57,0
Male,46,1,47.0,1,1-2 Year,No,37970.0,113.0,119,0
Male,28,1,28.0,0,< 1 Year,Yes,35628.0,156.0,92,0
Female,25,1,15.0,1,< 1 Year,No,25224.0,152.0,96,0
Female,45,1,28.0,1,1-2 Year,No,2630.0,124.0,210,0
Female,23,1,8.0,0,< 1 Year,No,31464.0,151.0,126,0
Male,22,1,30.0,1,< 1 Year,No,26358.0,152.0,289,0
Female,25,1,33.0,1,< 1 Year,Yes,2630.0,152.0,289,0
Female,26,1,33.0,1,< 1 Year,No,56879.0,152.0,60,0
Female,26,1,28.0,0,< 1 Year,Yes,30971.0,152.0,289,0
Female,58,1,28.0,0,1-2 Year,Yes,57051.0,31.0,274,0
Female,45,1,30.0,1,1-2 Year,No,17253.0,124.0,115,0
Female,48,1,28.0,1,1-2 Year,No,61086.0,124.0,183,0
Male,27,1,30.0,1,< 1 Year,No,25466.0,152.0,194,0
Male,20,1,28.0,1,< 1 Year,No,26991.0,160.0,180,0
Female,41,1,28.0,0,1-2 Year,Yes,28277.0,26.0,127,0
Female,53,1,46.0,0,1-2 Year,No,38004.0,11.0,271,0
Female,23,1,29.0,1,< 1 Year,No,37737.0,152.0,217,0
Male,38,1,41.0,0,1-2 Year,Yes,2630.0,152.0,168,0
Male,23,1,15.0,1,< 1 Year,No,32616.0,152.0,45,0
Male,21,1,27.0,1,< 1 Year,Yes,33322.0,152.0,56,0
Male,49,1,21.0,0,1-2 Year,Yes,31501.0,124.0,73,0
Female,36,1,23.0,0,1-2 Year,Yes,27654.0,157.0,12,0
Female,22,1,3.0,1,< 1 Year,Yes,28352.0,152.0,212,0
Male,45,1,28.0,1,1-2 Year,No,30826.0,26.0,214,0
Female,30,1,33.0,1,< 1 Year,No,30033.0,152.0,133,0
Male,43,1,46.0,0,1-2 Year,Yes,2630.0,157.0,34,0
Male,33,1,8.0,0,< 1 Year,Yes,40746.0,152.0,236,0
Female,47,1,28.0,0,> 2 Years,Yes,46131.0,13.0,171,0
Male,48,1,8.0,0,1-2 Year,Yes,32190.0,124.0,259,0
Male,64,1,30.0,0,1-2 Year,Yes,2630.0,156.0,89,0
Male,32,1,28.0,0,1-2 Year,Yes,31750.0,31.0,122,0
Male,24,1,41.0,1,< 1 Year,No,37166.0,152.0,134,0
Male,23,1,21.0,1,< 1 Year,No,27008.0,152.0,263,0
Male,22,1,32.0,1,< 1 Year,No,24955.0,152.0,279,0
Male,28,1,28.0,1,1-2 Year,No,49219.0,122.0,222,0
Female,23,1,47.0,1,< 1 Year,No,34014.0,152.0,236,0
Female,55,1,28.0,0,1-2 Year,Yes,45983.0,124.0,58,0
Male,47,1,46.0,1,1-2 Year,No,31034.0,26.0,79,0
Male,54,1,8.0,0,1-2 Year,Yes,2630.0,26.0,148,0
Female,21,1,36.0,1,< 1 Year,No,44891.0,160.0,101,0
Male,69,1,29.0,1,1-2 Year,No,2630.0,30.0,56,0
Female,23,1,8.0,1,< 1 Year,No,32814.0,151.0,21,0
Female,21,1,41.0,1,< 1 Year,No,30460.0,152.0,128,0
Female,34,1,29.0,1,1-2 Year,No,39745.0,152.0,144,0
Female,36,1,30.0,1,1-2 Year,No,25007.0,152.0,235,0
Female,23,1,12.0,1,< 1 Year,No,21681.0,152.0,107,0
Female,21,1,30.0,1,< 1 Year,No,29339.0,152.0,274,0
Male,22,1,18.0,1,< 1 Year,No,29668.0,152.0,276,0
Male,26,1,35.0,0,< 1 Year,Yes,42382.0,152.0,115,0
Female,23,1,28.0,1,< 1 Year,No,39311.0,152.0,238,0
Female,26,1,41.0,1,< 1 Year,No,25325.0,152.0,44,0
Male,38,1,35.0,1,1-2 Year,No,25630.0,124.0,13,0
Female,24,1,7.0,0,< 1 Year,Yes,2630.0,152.0,125,0
Male,45,1,35.0,1,1-2 Year,No,28635.0,156.0,258,0
Male,45,1,0.0,1,1-2 Year,No,2630.0,26.0,126,0
Male,22,1,33.0,1,< 1 Year,No,30195.0,152.0,244,0
Female,29,1,46.0,1,< 1 Year,No,41234.0,152.0,212,0
Female,25,1,3.0,1,< 1 Year,No,51722.0,152.0,111,0
Male,25,1,50.0,1,< 1 Year,No,29436.0,152.0,32,0
Female,22,1,18.0,1,< 1 Year,No,2630.0,152.0,94,0
Female,23,1,15.0,0,< 1 Year,No,45959.0,152.0,115,0
Male,42,1,28.0,1,1-2 Year,Yes,26722.0,4.0,51,0
Female,21,1,47.0,1,< 1 Year,No,22302.0,160.0,45,0
Female,34,1,28.0,1,1-2 Year,No,38331.0,118.0,289,0
Female,24,1,35.0,1,< 1 Year,No,2630.0,152.0,229,0
Male,30,1,36.0,1,< 1 Year,No,32927.0,152.0,198,0
Female,47,1,16.0,0,< 1 Year,No,2630.0,1.0,194,0
Male,67,1,28.0,0,1-2 Year,Yes,47090.0,26.0,159,0
Female,21,1,10.0,0,< 1 Year,Yes,31417.0,160.0,126,0
Female,31,1,33.0,1,< 1 Year,No,27368.0,152.0,118,0
Male,53,1,28.0,0,1-2 Year,Yes,24163.0,26.0,96,0
Female,26,1,29.0,1,< 1 Year,No,31687.0,152.0,88,0
Male,49,1,15.0,0,1-2 Year,Yes,2630.0,124.0,252,0
Male,24,1,37.0,0,1-2 Year,Yes,37974.0,124.0,240,0
Female,27,1,50.0,1,< 1 Year,No,21488.0,152.0,35,0
Male,25,1,29.0,1,< 1 Year,No,23340.0,152.0,236,0
Male,32,1,30.0,1,< 1 Year,No,30991.0,152.0,196,0
Male,21,1,2.0,0,< 1 Year,Yes,29691.0,163.0,208,0
Male,54,1,28.0,0,1-2 Year,Yes,39848.0,55.0,109,0
Male,28,1,8.0,1,< 1 Year,No,37948.0,152.0,261,0
Male,38,1,2.0,1,1-2 Year,No,29178.0,124.0,182,0
Male,40,1,28.0,1,1-2 Year,No,41331.0,26.0,266,0
Male,29,1,11.0,1,< 1 Year,No,27805.0,152.0,221,0
Female,67,1,37.0,1,1-2 Year,No,38919.0,124.0,279,0
Female,67,1,28.0,0,> 2 Years,Yes,68967.0,122.0,182,0
Male,21,1,50.0,1,< 1 Year,No,31736.0,152.0,129,0
Female,21,1,46.0,1,< 1 Year,No,2630.0,152.0,224,0
Male,23,1,47.0,0,< 1 Year,Yes,37864.0,152.0,251,0
Male,73,1,28.0,0,> 2 Years,Yes,38180.0,26.0,115,0
Female,24,1,8.0,1,< 1 Year,Yes,37125.0,152.0,230,0
Male,31,1,11.0,1,< 1 Year,No,2630.0,152.0,165,0
Male,51,1,46.0,0,1-2 Year,Yes,29090.0,154.0,99,0
Male,62,1,19.0,1,1-2 Year,No,38462.0,125.0,161,0
Male,23,1,8.0,1,< 1 Year,No,50246.0,152.0,139,0
Female,23,1,46.0,1,< 1 Year,No,21245.0,160.0,287,0
Female,23,1,18.0,1,< 1 Year,No,30791.0,152.0,255,0
Male,29,1,17.0,1,< 1 Year,No,2630.0,152.0,239,0
Male,24,1,37.0,1,< 1 Year,No,44567.0,152.0,89,0
Male,28,1,11.0,0,< 1 Year,Yes,40214.0,152.0,130,0
Male,22,1,28.0,1,< 1 Year,No,47179.0,152.0,41,0
Female,65,1,28.0,0,1-2 Year,Yes,37028.0,26.0,227,0
Male,30,1,21.0,1,< 1 Year,No,2630.0,152.0,114,0
Male,26,1,28.0,1,< 1 Year,No,38891.0,152.0,104,0
Female,22,1,46.0,1,< 1 Year,No,30423.0,152.0,128,0
Male,23,1,36.0,0,< 1 Year,Yes,38061.0,151.0,155,0
Male,22,1,46.0,0,< 1 Year,Yes,44331.0,152.0,131,0
Female,66,1,15.0,0,1-2 Year,Yes,46388.0,26.0,200,0
Female,23,1,35.0,1,< 1 Year,No,40175.0,152.0,52,0
Female,49,1,8.0,0,1-2 Year,Yes,40463.0,156.0,166,0
Male,65,1,28.0,1,1-2 Year,No,41704.0,124.0,98,0
Male,29,1,8.0,0,< 1 Year,No,37718.0,152.0,208,0
Female,53,1,8.0,0,1-2 Year,Yes,47718.0,124.0,27,0
Male,36,1,8.0,1,1-2 Year,No,26556.0,124.0,234,0
Female,64,1,28.0,1,1-2 Year,No,39596.0,60.0,165,0
Female,51,1,28.0,1,1-2 Year,No,41445.0,26.0,283,0
Male,21,1,45.0,0,< 1 Year,Yes,36117.0,152.0,147,0
Female,27,1,18.0,1,< 1 Year,No,21128.0,152.0,195,0
Male,23,1,13.0,1,< 1 Year,No,36681.0,152.0,197,0
Female,24,1,25.0,1,< 1 Year,No,25004.0,152.0,70,0
Male,39,1,8.0,1,1-2 Year,No,47975.0,124.0,295,0
Male,24,1,21.0,1,< 1 Year,No,26975.0,152.0,157,0
Male,21,1,2.0,1,< 1 Year,No,20865.0,160.0,128,0
Male,34,1,28.0,1,1-2 Year,Yes,38062.0,26.0,275,0
Male,22,1,6.0,1,< 1 Year,No,32622.0,152.0,220,0
Female,49,1,39.0,0,> 2 Years,Yes,64481.0,163.0,34,0
Male,37,1,13.0,1,1-2 Year,No,2630.0,124.0,298,0
Female,24,1,23.0,1,< 1 Year,No,21948.0,152.0,222,0
Female,65,1,33.0,0,1-2 Year,No,25151.0,26.0,134,0
Male,57,1,28.0,0,> 2 Years,Yes,74590.0,122.0,147,0
Male,79,1,28.0,1,1-2 Year,No,34011.0,26.0,267,0
Female,24,1,8.0,0,< 1 Year,Yes,36334.0,152.0,272,0
Female,25,1,15.0,0,< 1 Year,No,37875.0,152.0,279,0
Male,24,1,30.0,1,< 1 Year,No,37336.0,152.0,59,0
Female,24,1,6.0,1,< 1 Year,No,26738.0,152.0,34,0
Male,51,1,11.0,0,1-2 Year,Yes,31675.0,124.0,87,0
Female,27,1,8.0,1,< 1 Year,No,30514.0,152.0,63,0
Male,29,1,11.0,0,1-2 Year,Yes,32031.0,124.0,99,0
Male,64,1,28.0,0,> 2 Years,Yes,52133.0,124.0,249,0
Female,24,1,14.0,1,< 1 Year,No,29659.0,151.0,26,0
Male,22,1,46.0,1,1-2 Year,Yes,29139.0,124.0,36,0
Female,27,1,23.0,1,< 1 Year,Yes,29000.0,152.0,111,0
Female,24,1,8.0,0,< 1 Year,Yes,2630.0,151.0,278,0
Female,22,1,15.0,0,< 1 Year,No,28907.0,152.0,275,0
Male,56,1,28.0,0,1-2 Year,Yes,54566.0,124.0,181,0
Male,41,1,3.0,1,1-2 Year,No,26488.0,124.0,41,0
Female,27,1,46.0,0,< 1 Year,Yes,2630.0,156.0,151,0
Male,46,1,30.0,1,1-2 Year,No,2630.0,122.0,220,0
Male,46,1,47.0,1,1-2 Year,No,30793.0,26.0,211,0
Male,42,1,43.0,0,> 2 Years,Yes,89960.0,124.0,258,0
Female,22,1,26.0,0,< 1 Year,Yes,22890.0,152.0,62,0
Male,60,1,28.0,0,> 2 Years,Yes,44902.0,124.0,133,0
Male,47,1,8.0,1,1-2 Year,No,37098.0,7.0,30,0
Female,25,1,21.0,1,< 1 Year,No,27399.0,152.0,239,0
Male,31,1,11.0,0,< 1 Year,Yes,22344.0,152.0,67,0
Female,24,1,35.0,1,< 1 Year,No,32709.0,152.0,54,0
Female,72,1,28.0,0,> 2 Years,Yes,43613.0,26.0,182,0
Female,24,1,8.0,0,< 1 Year,Yes,24582.0,152.0,148,0
Male,39,1,28.0,0,1-2 Year,Yes,24131.0,26.0,269,0
Female,20,1,28.0,0,< 1 Year,Yes,29725.0,160.0,267,0
Male,64,1,28.0,1,1-2 Year,No,60534.0,44.0,179,0
Female,23,1,12.0,1,< 1 Year,No,2630.0,152.0,179,0
Female,23,1,22.0,1,< 1 Year,No,35748.0,152.0,60,0
Male,25,1,10.0,1,< 1 Year,No,24815.0,152.0,101,0
Male,24,1,35.0,1,< 1 Year,No,23326.0,152.0,145,0
Male,60,1,41.0,1,1-2 Year,No,25825.0,152.0,120,0
Male,52,1,27.0,0,1-2 Year,Yes,24962.0,124.0,85,0
Male,21,1,25.0,1,< 1 Year,No,57499.0,152.0,189,0
Female,55,1,18.0,1,1-2 Year,No,2630.0,26.0,90,0
Male,27,1,9.0,0,< 1 Year,Yes,47349.0,152.0,21,0
Female,24,1,10.0,1,< 1 Year,No,33176.0,152.0,223,0
