anime_id,name,type,episodes,rating
9886,Ganbare! Moudouken Serve,Special,1,5.8
1108,Senkaiden Houshin Engi,TV,26,7.28
10540,Genki!! Ekoda-chan,TV,22,5.5
24459,Tales of Zestiria: Doushi no Yoake,Special,1,7.52
2435,Choubatsu Yobikou,OVA,2,6.14
10397,Mashiro-iro Symphony: The Color of Lovers,TV,12,7.3
8840,Senkou no Night Raid: Yogen,Special,1,6.39
8214,Tekkamen wo Oe: &quot;d&#039;Artagnan Monogatari&quot; yori,Special,1,6.38
23037,Bakumatsu Rock,TV,12,6.2
6794,Kurokami: Tora to Tsubasa,Special,1,6.99
21755,New Prince of Tennis OVA vs. Genius10,OVA,10,7.72
26247,Mina no Egao,OVA,1,6.22
82,Mobile Suit Gundam 0080: War in the Pocket,OVA,6,7.85
18635,Akane-chan,TV,26,6.09
2871,Bakunyuu Oyako,OVA,2,6.34
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,TV,13,7.03
31397,Mesu Kyoushi 4: Kegasareta Kyoudan,OVA,2,6.68
20811,Maid of the Dead,ONA,1,4.26
15159,Fantastic Children Special,Special,1,7.2
29675,Sarasoujuu no Hana no Iro,Movie,1,3.8
15839,Hitou Meguri Kakure Yu: Mao-hen,OVA,2,6.38
13047,Anime Koukyoushi: Jungle Taitei,OVA,1,6.85
5398,Masaru Ashita no Yukinojou 2,OVA,2,5.74
22165,Chirico,Movie,1,5.03
32806,Aikatsu!: Nerawareta Mahou no Aikatsu Card,Movie,1,6.42
12883,Tsuritama,TV,12,7.84
11743,Toaru Majutsu no Index: Endymion no Kiseki,Movie,1,7.71
18819,Alice Tantei Kyoku,TV,56,6.13
2912,Ohayo! Spank,TV,63,6.73
24457,Houkago no Ouji-sama,Special,5,7.13
10648,Mars,OVA,2,6.0
10406,Spelunker Sensei,OVA,1,5.18
34198,Kamisama Minarai: Himitsu no Cocotama Movie,Movie,1,
2395,Kangoku: Injoku no Jikkentou,OVA,2,5.6
30407,Kitsutsuki: The Ten Hole Stories,Movie,1,4.53
26395,Teekyuu 4,TV,12,6.88
33578,Hungry Zombie Francesca!!,Music,2,5.57
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,OVA,2,7.11
32454,Usakame,TV,12,5.89
23267,Osaru no Tairyou,Movie,1,4.36
20871,Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou,Special,1,7.08
3050,Panchira Teacher,OVA,2,6.54
5287,Ippatsu Kanta-kun,TV,53,6.25
4496,Zero Sum Game: Sex Crime,OVA,1,5.27
31914,Shoujo-tachi wa Kouya wo Mezasu,TV,12,6.45
5469,Birthday Boy,Movie,1,6.21
7463,Weiß Survive R,TV,12,6.3
27945,Gugure! Kokkuri-san Specials,Special,11,7.34
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),TV,12,7.5
5274,Magical★Taruruuto-kun,TV,87,6.8
7532,Kuroi Kikori to Shiroi Kikori,Movie,1,6.2
1786,Sprite: Between Two Worlds,OVA,2,6.13
1469,Monster Farm: Enbanseki no Himitsu,TV,48,6.91
664,Fullmetal Alchemist: Reflections,Special,1,7.39
2936,Private Emotion,OVA,2,5.51
10589,Naruto: Shippuuden Movie 5 - Blood Prison,Movie,1,7.62
6380,Tetsuwan Birdy Decode: The Cipher,OVA,1,7.4
3307,Moke Moke Taishou Dendo Musume Arisa,OVA,2,6.18
33948,Hinako Note,TV,Unknown,
6227,Lovedol: Lovely Idol OVA,OVA,1,6.4
2052,Nozomi Witches,OVA,3,6.48
1157,Final Fantasy: Unlimited,TV,25,6.29
2733,Mobile Police Patlabor: MiniPato,OVA,3,6.72
1840,Zero no Tsukaima: Futatsuki no Kishi,TV,12,7.73
58,Blue Gender,TV,26,7.13
19731,Osamu to Musashi,Movie,1,6.4
29619,Good-by Marilyn,Movie,1,4.08
31056,Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,Special,5,7.08
7450,Kipling Jr.,Movie,1,5.62
5420,Kemono no Souja Erin,TV,50,8.45
10743,Tora-chan no Kankan Mushi,Movie,1,5.29
8696,Shiroi Michi,Music,1,5.53
6166,Asobi ni Iku yo!,TV,12,6.87
28419,Katsura Hime,Movie,1,5.99
18229,Gatchaman Crowds,TV,12,7.47
2221,Aishite Knight,TV,42,6.75
16317,Ishida to Asakura,TV,12,6.02
20951,DPR Special Movie,Special,1,5.56
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,OVA,5,7.17
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,TV,10,6.42
33874,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,Special,1,6.96
16355,Dansai Bunri no Crime Edge,TV,13,6.87
33581,Trinity Seven Movie: Eternity Library to Alchemic Girl,Movie,1,
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,OVA,1,6.28
5129,Jikuu Boukenki Zentrix,TV,26,6.84
19133,Turning Girls,ONA,7,6.06
7243,Suisei,Movie,1,5.37
33887,Time for Christmas,Music,1,4.52
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),TV,26,6.79
31629,Granblue Fantasy The Animation,TV,Unknown,
1112,Vandread: Taidou-hen,OVA,1,6.91
2595,D.C.II: Da Capo II,TV,13,7.05
11665,Natsume Yuujinchou Shi,TV,13,8.75
33818,Amanchu! Special,Special,1,
3991,Mahou Shoujo-tai Arusu the Adventure,OVA,6,6.94
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,1,7.75
31578,JK Meshi!,TV,26,4.71
33744,Yahabe,OVA,1,5.0
30358,Turnover,ONA,1,5.92
6741,Makai Senki Disgaea: Welcome to Netherworld,Special,1,6.91
5649,Injuu Onna Kyoushi,OVA,3,5.57
32195,Junjou Shoujo Et Cetera Specials,Special,2,6.42
15141,Yukiwatari,Movie,1,6.13
33124,Wakuwaku♥Nukegake Daisakusen,Music,1,4.2
9361,Molly Star-Racer,Music,1,5.76
2406,Sazae-san,TV,Unknown,6.35
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,Movie,1,7.04
28987,Kamakura,Movie,1,5.53
1834,Dragon Knight 4,OVA,4,5.98
8774,3-tsu no Hanashi,Special,1,5.47
31994,Yami Shibai 3rd Season,TV,13,6.25
260,Happy☆Lesson (TV),TV,13,6.81
23815,Gokuu no Daibouken Pilot,Special,1,5.22
28157,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,OVA,1,7.22
3890,Sei Shoujo Sentai Lakers EX,OVA,1,5.1
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,1,6.42
31107,Summer Train!,Special,1,5.52
7858,Sora no Otoshimono: Project Pink,OVA,1,7.63
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,Special,1,6.06
1044,Taiyou no Ouji: Horus no Daibouken,Movie,1,6.63
32951,Rokudenashi Majutsu Koushi to Akashic Records,TV,Unknown,
157,Mahou Sensei Negima!,TV,26,7.11
1515,Sentou Yousei Shoujo Tasukete! Mave-chan,OVA,1,5.5
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,Movie,1,7.35
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",TV,12,6.72
16746,The War of Great Monsters,Movie,1,3.89
6375,Kagaku Ninja-tai Gatchaman F,TV,48,6.63
4692,Tragic Silence: Shoujo Yugi,OVA,1,5.46
30209,Naze,Music,1,4.27
7549,Quiz Magic Academy: The Original Animation 2,OVA,1,6.24
2520,Dragon Ball Specials,Special,2,6.96
877,Nana,TV,47,8.55
30714,Owari no Seraph: Owaranai Seraph,Special,9,7.35
23107,GO-GO Tamagotchi!,TV,50,7.17
6607,Superflat First Love,Special,1,5.86
8331,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,OVA,1,7.67
30863,Usalullaby,Movie,1,4.0
5661,Umi no Momotarou,Movie,1,4.72
33962,Shoujo-tachi no Sadism The Animation,OVA,Unknown,6.94
3642,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,Music,4,6.23
32086,Blame! Movie,Movie,Unknown,
28297,Ore Monogatari!!,TV,24,8.11
7629,The Arari Show,TV,26,6.5
21291,Sore Ike! Anpanman: Minami no Umi wo Sukue!,Special,1,5.5
21679,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",OVA,1,6.54
6901,Battle Spirits: Shounen Gekiha Dan,TV,50,7.3
31568,Wake Up,Music,1,5.6
24991,No Game No Life Specials,Special,6,6.76
2163,AIKa R-16: Virgin Mission,OVA,3,6.12
28911,Hidamari Sketch Recap,Special,1,6.4
22477,Hello Kitty no Tomatta Big Ben,OVA,1,6.67
9911,Houkago no Pleiades,ONA,4,6.2
24865,Amigo Tomodachi,OVA,1,6.56
4508,D.C.S.S: Da Capo Second Season Omake,Special,7,6.78
2832,Ani*Kuri15,Special,15,7.02
5303,Xabungle Graffiti,Movie,1,5.33
16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,Special,1,5.64
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,Special,1,7.34
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,Special,8,6.52
2805,Onegai! Samia Don,TV,78,7.14
34286,KiyaKiya,Music,1,5.67
27693,Heart Cocktail,TV,77,6.36
2313,Muumindani no Suisei,Movie,1,7.74
10575,Naisho no Wakana-san,OVA,1,5.96
7244,Hyakka Zukan,Movie,1,5.56
869,Slayers Return,Movie,1,7.42
247,Harukanaru Toki no Naka de: Hachiyou Shou,TV,26,7.18
16241,"Yondemasu yo, Azazel-san. Z",TV,13,7.65
21195,Soul Eater: Late Night Show,Special,51,6.97
9426,Pururun! Shizuku-chan,TV,51,5.9
2352,Daiakuji: The Xena Buster,OVA,6,6.81
31691,Tam Mao Phieu Luu Ky Ta,TV,25,6.1
10507,Inazuma Eleven Go,TV,47,7.32
27413,Shinkyoku no Grimoire The Animation,OVA,2,6.83
4387,UFO Robo Grendizer tai Great Mazinger,Movie,1,6.66
23289,Gekkan Shoujo Nozaki-kun,TV,12,8.24
32093,Tanaka-kun wa Itsumo Kedaruge,TV,12,8.1
31644,Deniroo&#039;s Circus,Special,1,3.57
26229,Kaze no Tabibito,OVA,1,6.33
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,TV,6,
15391,Kagaku na Yatsura,OVA,1,5.88
3033,Digimon Tamers: Bousou Digimon Tokkyuu,Movie,1,7.16
7247,Naked Wolves,TV,52,6.29
853,Ouran Koukou Host Club,TV,26,8.39
9856,Manga Nihon Emaki,TV,46,6.17
18177,Yowamushi Pedal: Special Ride,OVA,1,7.49
11625,Donbe Monogatari,Special,1,5.67
2069,Onna Senshi Efe &amp; Jira: Gude no Monshou,Movie,1,5.75
27441,Show By Rock!!,TV,12,7.17
17933,Pyuu to Fuku! Jaguar,OVA,3,6.78
2795,Dragonaut: The Resonance,TV,25,6.81
32548,Imawa no Kuni no Alice,ONA,1,6.25
8464,Pants no Ana,OVA,1,6.24
3953,DNA Hunter,OVA,3,5.71
3308,Heartwork: Symphony of Destruction,OVA,3,6.38
33788,Marginal#4: Kiss kara Tsukuru Big Bang,TV,Unknown,
2285,D.I.C.E.,TV,40,6.31
15751,Senyuu.,TV,13,7.49
16001,Kokoro Connect: Michi Random,Special,4,8.19
1973,X Densha de Ikou,OVA,1,5.91
30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,OVA,2,7.12
25967,Backkom Sports,TV,52,6.21
22565,Bad Badtz-Maru no Ari to Kirigirisu,OVA,1,5.5
13217,Hishoka Drop The Animation,OVA,1,6.43
261,Happy☆Lesson: Advance,TV,13,6.97
1489,Renkin San-kyuu Magical? Pokaan Specials,Special,3,7.05
5904,B.B. Fish,OVA,1,5.12
827,Uba,OVA,2,6.0
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,Special,1,6.17
19517,Taabou no Ryuuguusei Daitanken,Movie,1,4.79
7491,Dragon Quest Retsuden: Roto no Monshou,Movie,1,6.27
22631,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland,OVA,10,4.88
10353,Okama Hakusho,OVA,3,5.67
7058,Uragiri wa Boku no Namae wo Shitteiru,TV,24,7.43
3604,Hidamari Sketch x 365,TV,13,7.9
10958,High Score,TV,8,5.85
1956,Ikkitousen: Dragon Destiny,TV,12,6.96
30104,Seichou Rap,Music,1,4.93
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,TV,26,6.92
10924,Queen&#039;s Blade OVA,OVA,2,6.52
4037,Cowboy Bebop: Yose Atsume Blues,Special,1,7.53
7445,Karo to Piyobupt: Ouchi,Movie,1,5.25
5589,Offside Girl,OVA,2,4.3
9035,Lupin the Third,Music,1,6.55
1248,Zone of the Enders: Idolo,OVA,1,7.02
56,Avenger,TV,13,6.02
280,Animal Yokochou,TV,51,7.04
23059,Shinsatsushitsu,Movie,1,4.54
29085,Sei Yariman Sisters Pakopako Nikki The Animation,OVA,1,6.8
28615,Sazae-san: Dawn to Ikka de Hawaii Ryokou,Special,1,6.14
11713,Suisenzuki no Yokka,Special,1,6.75
30484,Steins;Gate 0,,23,
30658,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,OVA,1,5.76
4009,Heisa Byoutou,OVA,2,6.17
33157,Tanaka-kun wa Itsumo Kedaruge Specials,Special,Unknown,7.72
368,Bible Black,OVA,6,6.88
30727,Saenai Heroine no Sodatekata ♭,TV,Unknown,
18083,Hello Kitty no Kurumi Wari Ningyou,OVA,1,6.06
9930,Snow Halation,Music,1,7.61
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,Special,1,6.61
838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,TV,13,6.28
3685,4-Day Weekend,Music,1,6.01
17493,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Movie,1,6.74
29999,Aoki Uru: Overture,Special,1,5.75
3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,OVA,2,5.92
30120,Spoon-hime no Swing Kitchen,TV,Unknown,9.6
11897,Nendo no Tatakai,ONA,1,3.36
28227,White Album 2 Picture Drama,Special,2,6.1
4246,Eureka Seven: Pocket ga Niji de Ippai,Movie,1,7.25
8937,Toaru Majutsu no Index II,TV,24,7.84
193,Maburaho,TV,24,7.01
2325,Angel Blade Punish!,OVA,3,6.56
355,Shakugan no Shana,TV,24,7.74
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,12,7.49
3064,Kizuoibito,OVA,5,5.19
375,Bannou Bunka Neko-Musume (1998),TV,12,6.69
1238,One Piece: Mamore! Saigo no Dai Butai,Special,1,7.49
2613,Mirai Shounen Conan 2: Taiga Daibouken,TV,24,7.03
3199,Nanatsu no Umi no Tico,TV,39,7.54
2506,Imouto,OVA,1,6.22
10897,Boku wa Tomodachi ga Sukunai Episode 0,OVA,1,6.85
26013,Backkom Mission Impossible,ONA,2,6.11
9561,Shokupan Mimi,TV,12,5.8
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,4,8.83
17891,Namida no Tsubomi,Music,1,5.93
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,1,7.87
4991,Wakakusa Monogatari,Special,1,6.56
5460,Detective Conan Movie 13: The Raven Chaser,Movie,1,8.38
2624,"Flanders no Inu, Boku no Patrasche",TV,26,7.32
1385,Kurohime: Shikkoku no Yakata,OVA,2,6.05
2041,Ai to Yuuki no Pig Girl Tonde Buurin,TV,51,6.67
5573,Rhythm: Koi no Rhythm,OVA,2,5.27
3640,Monkey Punch no Sekai: Alice,OVA,1,5.73
20755,Ganbare! Lulu Lolo,TV,26,6.13
10933,R-15 OVA,OVA,1,6.88
19479,Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special,Special,1,6.2
22221,Monoshiri Daigaku: Ashita no Calendar,TV,1274,6.8
4208,Tetsujin 28-gou (1980),TV,51,7.04
8719,Donna Donna,Music,1,5.35
33857,"Saitama-ken Zaijuu, Fujiyama Osamu, 33-sai, Mushoku (NEET).: Fujilog Nyuumon-hen Specials",Special,4,4.0
10020,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,7.66
14629,Starship Troopers: Invasion,Movie,1,6.89
30932,Oz no Mahoutsukai no Koutsuu Anzen no Tabi,OVA,1,8.33
21167,Escha &amp; Logy no Atelier: Tasogare no Sora no Renkinjutsushi,TV,12,6.5
16007,Hyoutan Suzume,Movie,1,5.0
13971,663114,Movie,1,5.61
30743,Kanagatari. Kanabakari.: Kanadian Families,OVA,1,6.36
29941,Million Doll,TV,11,4.95
21201,Teekyuu 2 Specials,Special,2,6.71
32789,Answer,Music,1,5.44
31376,Flying Witch,TV,12,7.65
2752,Prince of Tennis: The National Tournament Semifinals,OVA,6,8.09
992,Dual Parallel! Trouble Adventures,TV,13,7.17
30977,Umi no Koumori,OVA,1,6.0
9629,Cyborg 009: The Reopening,Special,1,5.81
3743,Murder,Movie,1,5.71
644,Hachimitsu to Clover Specials,Special,2,7.85
1476,City Hunter: Hyakuman Dollar no Inbou,OVA,1,7.55
29669,Ten,Movie,1,4.44
2084,NG Knight Ramune &amp; 40,TV,38,7.12
6505,There She Is!!,ONA,5,8.11
3190,Guitar wo Motta Shounen: Kikaider vs. Inazuman,Special,1,6.69
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,OVA,1,6.96
11661,Robo to Shoujo (Kari),ONA,9,5.78
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,TV,6,
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,TV,13,7.41
11771,Kuroko no Basket,TV,25,8.46
24317,Love Colon,OVA,2,6.51
7617,The Wash Bird of the Wash Island,ONA,1,3.75
1912,Marginal Prince: Gekkeiju no Ouji-tachi,TV,13,6.06
10347,Happy Kappy,TV,25,5.64
5810,Sakuran Boy DT,TV,11,5.93
3087,Cencoroll,Movie,1,7.36
5644,"Sora no Iro, Mizu no Iro Ero Specials",OVA,2,6.86
2309,"Azusa, Otetsudai Shimasu!",OVA,1,6.34
1450,Brigadoon: Marin to Melan,TV,26,7.44
13433,himitsukesshatakanotsume.jp,ONA,78,6.1
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,OVA,1,7.27
2156,Bakugan Battle Brawlers,TV,52,6.38
336,Ginyuu Mokushiroku Meine Liebe,TV,13,6.54
9825,Tonari no Tokoro,OVA,1,6.78
14349,Little Witch Academia,Movie,1,8.0
6299,Maria-sama ga Miteru 4th Specials,Special,11,7.41
970,Yokoyama Mitsuteru Sangokushi,TV,47,7.49
258,Hitsuji no Uta,OVA,4,6.43
17209,Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,Special,1,6.17
23369,Bakuman. 2nd Season Special,Special,1,7.02
17325,Ajin Senshi,Movie,1,6.51
30875,Washimo 3rd Season,TV,44,5.5
23279,Gyakusatsu Kikan,Movie,1,
6272,Zakuro Yashiki,OVA,1,6.21
1929,Futari wa Precure: Max Heart,TV,47,7.03
3486,Yuusha Tokkyuu Might Gaine,TV,47,7.18
11355,"Kono Danshi, Uchuujin to Tatakaemasu.",OVA,1,7.1
1167,Samurai Gun,TV,12,6.12
20187,Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Special,1,6.36
10056,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,Movie,1,5.61
1172,Slayers Try,TV,26,7.93
9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,OVA,3,5.9
28789,3-gatsu no Lion meets Bump of Chicken,Music,1,6.8
30409,Nepos Napos,TV,26,7.67
5032,Cobra The Animation,TV,13,7.18
242,Gokusen,TV,13,7.48
25815,Yokohama Bakkure-tai,OVA,4,7.5
3896,Inbo,OVA,3,6.13
4298,Futari no Joe,OVA,6,6.37
9322,HHH Triple Ecchi,OVA,4,7.37
1628,Maou Dante,TV,13,6.31
1127,UFO Princess Valkyrie,TV,12,6.9
33021,Ragnastrike Angels,TV,12,4.42
21177,Nobunaga the Fool,TV,24,6.81
8670,Pozzie,Special,17,6.73
3563,Momone,OVA,1,5.38
6267,Eko Eko Azarak,OVA,1,5.78
2280,Hare Tokidoki Buta (TV),TV,61,7.04
32031,Leopard Eyes,Music,1,6.62
10357,Jinrui wa Suitai Shimashita,TV,12,7.92
21809,Kenzen Robo Daimidaler,TV,12,6.3
1959,Wild 7,OVA,2,6.34
1388,Yakin Byoutou Ni,OVA,5,6.38
1498,Black Blood Brothers,TV,12,7.28
3964,Turn A Gundam II Movie: Moonlight Butterfly,Movie,1,6.85
34350,Alice to Zouroku,TV,Unknown,
14367,Tenshi na Konamaiki Specials,Special,13,6.18
10321,Uta no☆Prince-sama♪ Maji Love 1000%,TV,13,7.37
2110,Rockman.EXE Beast,TV,25,7.26
1996,Full Moon wo Sagashite: Kawaii Kawaii Daibouken,Special,1,6.8
7718,Denshinbashira Elemi no Koi,Movie,1,6.45
33696,3D Onara Gorou ga Dance Dance Dance!!,Music,1,4.39
630,Mahoutsukai Tai!,TV,13,6.95
21489,Shin Dokonjou Gaeru: Dokonjou Yumemakura,Movie,1,5.9
1337,Dororon Enma-kun,TV,25,6.38
1393,Future GPX Cyber Formula Zero,OVA,8,7.7
6075,Ai no Wakakusa Yama Monogatari,TV,12,6.45
33393,Enkou Shoujo: Rikujoubu Yukki no Baai The Animation,OVA,1,6.54
5614,Shikkaku Ishi,OVA,2,5.95
23393,Shin Don Chuck Monogatari,TV,73,6.48
4639,Gosenzo-sama Banbanzai!,OVA,6,7.39
546,Wind: A Breath of Heart (TV),TV,13,6.14
2790,Oira Sukeban,OVA,1,5.56
12429,Last Exile: Ginyoku no Fam Recaps,Special,2,6.56
16259,Inferious Wakusei Senshi Gaiden Condition Green,OVA,6,6.08
10647,Ao no Exorcist: Ura Ex,Special,10,7.26
5165,Macross 25th Anniversary: All That VF Macross F Version,ONA,1,6.6
20207,Boku no Boukuugou,Special,1,7.14
26331,Jigoku no Soubee,OVA,1,7.33
13469,Hyouka: Motsubeki Mono wa,OVA,1,7.43
19841,Super Seisyun Brothers,TV,14,7.0
793,xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,1,8.04
16982,Hayate no Gotoku! Cuties,TV,12,7.15
24745,Yobai Suru Shichinin no Harame,OVA,2,6.63
25095,Hana Ichi Monme,OVA,3,7.25
28851,Koe no Katachi,Movie,1,9.05
19109,Fate/kaleid liner Prisma☆Illya Specials,Special,5,6.88
22617,Pochacco no Wakuwaku Birthday,OVA,1,6.0
2234,Panda-Z: The Robonimation,TV,30,6.56
22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,OVA,1,6.86
9041,IS: Infinite Stratos,TV,12,7.12
4178,Dream Hazard: Akuma no Program,OVA,1,4.77
3560,Karen,OVA,1,5.97
715,Yume de Aetara,OVA,3,6.66
9878,Licca-chan to Yamaneko Hoshi no Tabi,OVA,1,6.04
13171,Wasurenagumo,Movie,1,7.24
1345,Soujuu Senshi Psychic Wars,OVA,1,3.32
6694,Triangle Blue,OVA,2,6.15
24261,Hitsugi no Chaika OVA,OVA,1,7.09
11073,Pokemon: Ash&#039;s Journey,Movie,1,6.75
5298,Yu☆Gi☆Oh! 5D&#039;s: Shinkasuru Kettou! Stardust vs. Red Demon&#039;s,Special,1,7.12
13673,Otome Nadeshiko Koi Techou,OVA,1,6.04
31741,Magi: Sinbad no Bouken (TV),TV,13,8.22
33262,Chobitto Zukan,TV,52,4.5
2256,Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,OVA,1,6.5
26165,Yuri Kuma Arashi,TV,12,7.19
31667,Ponkotsu Quest: Maou to Haken no Mamono-tachi,ONA,Unknown,3.0
2736,Mojakou,TV,74,7.34
17677,Buki yo Saraba,Movie,1,7.15
19099,Pokemon: Mewtwo - Kakusei e no Prologue,Special,1,6.87
9339,Kuma no Gakkou: Jackie to Katie,Movie,1,6.33
28595,Pac-World,TV,52,5.47
17104,Lolling Seutajeu (Movie),Movie,1,6.0
250,Konjiki no Gash Bell!!,TV,150,7.66
3003,Yumedamaya Kidan,Special,1,6.69
22421,Licca-chan to Mahou no Kuni,ONA,7,4.38
589,Ginga Nagareboshi Gin,TV,21,8.14
8423,Ookiku Furikabutte: Natsu no Scorebook,OVA,2,7.39
1591,Kujibiki♥Unbalance,TV,12,6.39
5833,Tondemo Senshi Muteking,TV,56,6.73
22457,Hello Kitty no Fushigi na Mizuumi,OVA,1,6.35
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Special,1,6.64
2374,Shusaku,OVA,3,5.73
24973,Bokura wa Minna Kawaisou Specials,Special,14,7.23
18507,Free!,TV,12,7.67
2405,Hello! Lady Lynn,TV,36,7.85
3389,Bus Gamer,TV,3,6.66
17613,Poka Poka Mori no Rascal,TV,52,5.22
16820,Lightning Atom,Movie,1,5.11
12895,Uchuu Shounen Soran (Movie),Movie,1,5.67
2563,Aria The OVA: Arietta,OVA,1,8.13
32886,Anitore! EX: Jigoku no Training,Special,5,5.58
2078,Landlock,OVA,2,5.81
33083,Wa Wa Wa Wappi-chan,TV,26,4.75
12579,Itsuka Tenma no Kuro Usagi Picture Drama,Special,6,6.34
12141,Kaze no Matasaburou,OVA,1,6.17
13497,Neko no Sumu Shima,Special,1,5.0
22663,Seiken Tsukai no World Break,TV,12,7.16
550,Yu☆Gi☆Oh!,TV,27,7.29
1009,Battle Spirits: Ryuuko no Ken,OVA,1,4.89
19071,"Hyakumannen Attara, Dousuru?",OVA,1,5.0
30544,Gakusen Toshi Asterisk,TV,12,7.14
32630,Coral no Tanken,TV,50,6.14
31465,Pichiko Dakyuubu USA-hen,Special,3,4.92
1062,Nekojiru Gekijou Jirujiru Original,TV,27,6.67
10306,Umi Monogatari: Kanon to Iku Amamikoshima,Special,13,6.46
32962,Occultic;Nine,TV,12,6.78
31933,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,TV,39,8.57
32296,Present Made no Michinori,ONA,1,5.19
1965,Sola,TV,13,7.37
32639,Usaband,ONA,1,4.32
3380,Hana Dorei,OVA,2,5.77
5168,Hairy Tale,Special,1,6.42
6902,Saikyou Bushouden: Sangoku Engi,TV,52,7.07
10989,Stray Sheep: Poe no Chicchana Daibouken,TV,12,5.61
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,ONA,1,3.79
221,Mezzo Forte,OVA,2,6.75
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,TV,24,7.42
2550,Onboro Film,Movie,1,6.49
781,Detective Conan Movie 03: The Last Wizard of the Century,Movie,1,8.16
33792,Feng Shu Zhan Jing 2,TV,26,8.0
26141,Hato yo: Hiroshima no Sora wo,OVA,1,8.5
311,Ace wo Nerae!,TV,26,7.08
3821,Portable Kuukou,Music,1,5.85
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,12,7.55
29863,Anata wo Zutto Aishiteru,Movie,1,6.59
25375,Moon Pride,Music,1,6.89
33846,Yurugaro,Special,Unknown,4.74
32852,Survivor,Music,1,3.28
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",TV,10,7.55
306,Abenobashi Mahou☆Shoutengai,TV,13,7.38
7053,Fault!!,OVA,3,7.21
29507,Hamster Sam,TV,4,6.0
314,Ace wo Nerae! 2,OVA,13,6.81
8241,Rio: Rainbow Gate!,TV,13,6.0
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,25,8.2
33060,Ninja Negizou,Music,1,5.0
24211,Orenchi no Furo Jijou,TV,13,7.15
